SIZE ,STOCK ,COLORSPEC ,COATING ,,FOIL COLOR ,RunSize,UnitPrice,TotalPrice
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Red Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Red Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Red Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Red Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Black Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Black Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Black Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Black Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silver Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silver Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silver Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Silver Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Red Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Red Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Red Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Red Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Black Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Black Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Black Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Black Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Copper Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Copper Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Copper Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Copper Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Rose Gold Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Rose Gold Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Rose Gold Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Rose Gold Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Blue Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Blue Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Blue Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Blue Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Gold Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Gold Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Gold Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Gold Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silver Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silver Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silver Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silver Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Red Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Red Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Red Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Red Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Black Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Black Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Black Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Black Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Copper Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Copper Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Copper Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Copper Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Rose Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Rose Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Rose Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Rose Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Blue Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Blue Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Blue Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Blue Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silver Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silver Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silver Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silver Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Red Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Red Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Red Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Red Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Black Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Black Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Black Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Black Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Copper Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Copper Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Copper Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Copper Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Rose Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Rose Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Rose Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Rose Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Blue Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Blue Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Blue Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Blue Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silver Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Red Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Red Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Red Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Red Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Black Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Black Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Black Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Black Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Copper Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Rose Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Blue Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,500,0.2636,131.80
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,1000,0.1477,147.67
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,2500,0.1435,358.86
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Gold Foil,5000,0.1254,627.21
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silver Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silver Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silver Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silver Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Red Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Red Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Red Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Red Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Black Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Black Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Black Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Black Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Copper Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Copper Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Copper Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Copper Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Rose Gold Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Rose Gold Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Rose Gold Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Rose Gold Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Blue Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Blue Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Blue Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Blue Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Gold Foil,500,0.2096,104.79
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Gold Foil,1000,0.1207,120.68
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Gold Foil,2500,0.1131,282.65
"2.5"" x 3.5""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Gold Foil,5000,0.1073,536.69
"2.5"" x 3.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silver Foil,500,0.3357,167.87
"2.5"" x 3.5""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Silver Foil,1000,0.1838,183.76
