SIZE ,STOCK ,COLORSPEC ,COATING ,SCORING OPTIONS ,,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,250,0.9662,241.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,500,0.5612,280.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,1000,0.5238,523.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,25,3.9567,98.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,50,2.3277,116.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,75,1.8271,137.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,100,1.5291,152.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,250,0.8102,202.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,500,0.4472,223.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Bottom Panel,No Blank Envelopes,1000,0.4098,409.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,25,3.9967,99.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,50,2.4677,123.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,75,1.9871,149.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,100,1.6991,169.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,250,0.9182,229.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,500,0.5332,266.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,1000,0.5078,507.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,25,3.5567,88.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,50,2.1277,106.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,75,1.6938,127.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,100,1.4291,142.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,250,0.7622,190.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,500,0.4192,209.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,No Gift Card Slits,No Blank Envelopes,1000,0.3938,393.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,25,4.3967,109.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,50,2.6677,133.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,75,2.1205,159.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,100,1.7991,179.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,250,0.9662,241.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,500,0.5612,280.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,Include Natural Envelopes - 6.5X6.5,1000,0.5238,523.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,25,3.9567,98.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,50,2.3277,116.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,75,1.8271,137.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,100,1.5291,152.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,250,0.8102,202.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,500,0.4472,223.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Right Panel,No Blank Envelopes,1000,0.4098,409.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,25,4.3967,109.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,50,2.6677,133.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,75,2.1205,159.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,100,1.7991,179.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,250,0.9662,241.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,500,0.5612,280.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,Include Natural Envelopes - 6.5X6.5,1000,0.5238,523.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,25,3.9567,98.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,50,2.3277,116.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,75,1.8271,137.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,100,1.5291,152.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,250,0.8102,202.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,500,0.4472,223.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Moon Slits Right Panel,No Blank Envelopes,1000,0.4098,409.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,25,4.3967,109.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,50,2.6677,133.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,75,2.1205,159.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,100,1.7991,179.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,250,0.9662,241.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,500,0.5612,280.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,Include Natural Envelopes - 6.5X6.5,1000,0.5238,523.78
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,25,3.9567,98.92
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,50,2.3277,116.39
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,75,1.8271,137.04
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,100,1.5291,152.91
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,250,0.8102,202.54
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,500,0.4472,223.61
"6"" x 12""",14PT Natural,4/1,No Coating,Score in Half,Slide Slits Bottom Panel,No Blank Envelopes,1000,0.4098,409.78
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,25,3.3661,84.15
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,50,2.0005,100.03
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,75,1.6303,122.27
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,100,1.3974,139.74
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,250,0.7495,187.37
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,500,0.4160,208.01
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,1000,0.3970,396.98
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,25,3.7261,93.15
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,50,2.2605,113.03
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,75,1.8836,141.27
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,100,1.6474,164.74
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,250,0.9015,225.37
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,500,0.5180,259.01
"7"" x 10""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A7,1000,0.4990,498.98
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,25,3.3661,84.15
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,50,2.0005,100.03
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,75,1.6303,122.27
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,100,1.3974,139.74
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,250,0.7495,187.37
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,500,0.4160,208.01
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,1000,0.3970,396.98
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,25,3.7261,93.15
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,50,2.2605,113.03
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,75,1.8836,141.27
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,100,1.6474,164.74
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,250,0.9015,225.37
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,500,0.5180,259.01
"7"" x 10""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A7,1000,0.4990,498.98
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,25,3.3661,84.15
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,50,2.0005,100.03
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,75,1.6303,122.27
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,100,1.3974,139.74
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,250,0.7495,187.37
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,500,0.4160,208.01
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,1000,0.3970,396.98
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,25,3.7261,93.15
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,50,2.2605,113.03
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,75,1.8836,141.27
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,100,1.6474,164.74
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,250,0.9015,225.37
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,500,0.5180,259.01
"7"" x 10""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A7,1000,0.4990,498.98
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,25,3.8744,96.86
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,50,2.3185,115.93
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,75,1.8632,139.74
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,100,1.5243,152.43
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,250,0.7177,179.43
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,500,0.4510,225.48
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,No Blank Envelopes,1000,0.4081,408.09
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,25,4.3144,107.86
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,50,2.6585,132.93
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,75,2.1566,161.74
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,100,1.7943,179.43
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,250,0.8737,218.43
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,500,0.5650,282.48
"8.5"" x 11""",14PT Natural,4/0 (4 color front),No Coating,Score in Half,,Include Natural Envelopes - A9,1000,0.4801,480.09
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,25,3.8744,96.86
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,50,2.3185,115.93
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,75,1.8632,139.74
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,100,1.7625,176.25
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,250,0.9082,227.06
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,500,0.4986,249.29
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,No Blank Envelopes,1000,0.4081,408.09
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,25,4.3144,107.86
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,50,2.6585,132.93
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,75,2.1566,161.74
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,100,2.0325,203.25
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,250,1.0642,266.06
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,500,0.6126,306.29
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,1000,0.4801,480.09
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,25,3.8744,96.86
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,50,2.3185,115.93
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,75,1.8632,139.74
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,100,1.7625,176.25
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,250,0.8638,215.95
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,500,0.4923,246.13
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,1000,0.4081,408.09
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,25,4.3144,107.86
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,50,2.6585,132.93
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,75,2.1566,161.74
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,100,2.0325,203.25
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,250,1.0198,254.95
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,500,0.6063,303.13
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,1000,0.4801,480.09
