SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.2731,273.11
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,25,1.7786,44.46
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,50,1.2646,63.23
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,75,1.1982,89.86
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,100,1.0221,102.21
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,250,0.6185,154.62
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,500,0.4872,243.61
"4.25"" x 6""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,1000,0.4491,449.11
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,100,0.7304,73.04
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,250,0.3811,95.28
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,500,0.2953,147.67
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,1000,0.2699,269.94
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,100,0.9904,99.04
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,250,0.5931,148.28
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,500,0.4713,235.67
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,1000,0.4459,445.94
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.6510,65.10
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.3557,88.92
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.2795,139.74
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.2588,258.82
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,100,0.9110,91.10
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,250,0.5677,141.92
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,500,0.4555,227.74
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,1000,0.4348,434.82
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,0.7781,77.81
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.4129,103.22
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.3144,157.20
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.2795,279.46
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,100,1.0381,103.81
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,250,0.6249,156.22
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,500,0.4904,245.20
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,1000,0.4555,455.46
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,100,0.7304,73.04
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,250,0.3811,95.28
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,500,0.2953,147.67
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,1000,0.2699,269.94
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,100,0.9904,99.04
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,250,0.5931,148.28
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,500,0.4713,235.67
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A6,1000,0.4459,445.94
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.6510,65.10
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.3557,88.92
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.2795,139.74
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.2588,258.82
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,100,0.9110,91.10
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,250,0.5677,141.92
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,500,0.4555,227.74
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A6,1000,0.4348,434.82
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,0.7781,77.81
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.4129,103.22
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.3144,157.20
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.2795,279.46
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,100,1.0381,103.81
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,250,0.6249,156.22
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,500,0.4904,245.20
"4.25"" x 6""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A6,1000,0.4555,455.46
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,25,1.9053,47.63
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,50,1.0165,50.82
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,75,0.9315,69.86
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,100,0.9051,90.51
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,250,0.4446,111.15
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,500,0.3112,155.61
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,1000,0.2906,290.58
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,25,2.2653,56.63
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,50,1.3165,65.82
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,75,0.9315,69.86
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,100,1.1951,119.51
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,250,0.6806,170.15
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,500,0.5092,254.61
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,1000,0.4886,488.58
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,25,1.5875,39.69
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,50,0.9210,46.05
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,75,0.8680,65.10
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.8257,82.57
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.4065,101.62
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.2985,149.25
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.2842,284.22
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,25,1.9475,48.69
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,50,1.2210,61.05
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,75,0.8680,65.10
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,100,1.1157,111.57
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,250,0.6425,160.62
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,500,0.4965,248.25
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,1000,0.4822,482.22
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,25,2.0958,52.39
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,50,1.1432,57.16
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,75,1.0587,79.40
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,1.0003,100.03
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.4891,122.27
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.3334,166.72
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.3017,301.69
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,25,2.4558,61.39
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,50,1.4432,72.16
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,75,1.0587,79.40
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,100,1.2903,129.03
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,250,0.7251,181.27
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,500,0.5314,265.72
"5"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,1000,0.4997,499.69
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,100,0.9368,93.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,250,0.4573,114.33
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,500,0.3239,161.96
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,1000,0.2985,298.52
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,100,1.2268,122.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,250,0.6933,173.33
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,500,0.5219,260.96
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,1000,0.4965,496.52
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.8575,85.75
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.4192,104.79
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.3112,155.61
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.2922,292.16
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,100,1.1475,114.75
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,250,0.6552,163.79
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,500,0.5092,254.61
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,1000,0.4902,490.16
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,1.0322,103.22
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.5018,125.44
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.3461,173.07
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.3096,309.63
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,100,1.3222,132.22
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,250,0.7378,184.44
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,500,0.5441,272.07
"5"" x 7""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,1000,0.5076,507.63
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,100,0.9368,93.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,250,0.4573,114.33
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,500,0.3239,161.96
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,1000,0.2985,298.52
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,100,1.2268,122.68
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,250,0.6933,173.33
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,500,0.5219,260.96
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A7,1000,0.4965,496.52
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.8575,85.75
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.4192,104.79
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.3112,155.61
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.2922,292.16
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,100,1.1475,114.75
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,250,0.6552,163.79
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,500,0.5092,254.61
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A7,1000,0.4902,490.16
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,1.0322,103.22
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.5018,125.44
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.3461,173.07
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.3096,309.63
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,100,1.3222,132.22
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,250,0.7378,184.44
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,500,0.5441,272.07
"5"" x 7""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A7,1000,0.5076,507.63
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,25,2.7312,68.28
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,50,1.5881,79.40
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,75,1.2704,95.28
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,100,1.0322,103.22
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,250,0.6161,154.02
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,500,0.3747,187.37
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,No Blank Envelopes,1000,0.3493,349.33
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,25,2.7312,68.28
