SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,50,1.5881,79.40
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,75,1.2704,95.28
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,100,1.0322,103.22
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,250,0.6161,154.02
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,500,0.3747,187.37
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Include Pearl Envelopes - A9,1000,0.3493,349.33
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,25,2.3502,58.75
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,50,1.4609,73.04
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,75,1.2280,92.10
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,100,0.9846,98.46
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,250,0.5844,146.09
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,500,0.3557,177.83
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,No Blank Envelopes,1000,0.3398,339.81
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,25,2.3502,58.75
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,50,1.4609,73.04
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,75,1.2280,92.10
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,100,0.9846,98.46
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,250,0.5844,146.09
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,500,0.3557,177.83
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Include Pearl Envelopes - A9,1000,0.3398,339.81
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,25,2.7312,68.28
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,50,1.6514,82.57
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,75,1.3550,101.62
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,100,1.0639,106.39
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,250,0.6415,160.38
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,500,0.3938,196.90
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,No Blank Envelopes,1000,0.3589,358.86
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,25,2.7312,68.28
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,50,1.6514,82.57
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,75,1.3550,101.62
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,100,1.0639,106.39
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,250,0.6415,160.38
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,500,0.3938,196.90
"5.5"" x 8.5""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Include Pearl Envelopes - A9,1000,0.3589,358.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,25,2.3053,57.63
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,50,1.2165,60.82
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,75,1.0649,79.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,100,1.0051,100.51
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,250,0.4926,123.15
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,500,0.3392,169.61
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,No Blank Envelopes,1000,0.3066,306.58
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,25,3.3053,82.63
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,50,1.8165,90.82
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,75,1.5315,114.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,100,1.0051,100.51
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,250,0.8086,202.15
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6172,308.61
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5846,584.58
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,25,2.3053,57.63
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,50,1.2165,60.82
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,75,1.0649,79.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,100,1.0051,100.51
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,250,0.4926,123.15
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,500,0.3392,169.61
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,No Blank Envelopes,1000,0.3066,306.58
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,25,3.3053,82.63
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,50,1.8165,90.82
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,75,1.5315,114.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,100,1.0051,100.51
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,250,0.8086,202.15
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6172,308.61
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5846,584.58
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,25,1.9053,47.63
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,50,1.0165,50.82
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,75,0.9315,69.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,100,0.9051,90.51
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,250,0.4446,111.15
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,500,0.3112,155.61
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,No Blank Envelopes,1000,0.2906,290.58
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,25,2.9053,72.63
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,50,1.6165,80.82
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,75,1.3982,104.86
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,100,0.9051,90.51
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,250,0.7606,190.15
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,500,0.5892,294.61
"6"" x 6""",Square,,14PT Pearl Metallic,4/1,No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5686,568.58
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,25,1.9875,49.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,50,1.1210,56.05
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,75,1.0013,75.10
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,100,0.9257,92.57
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,250,0.4545,113.62
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,500,0.3265,163.25
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,No Blank Envelopes,1000,0.3002,300.22
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,25,2.9875,74.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,50,1.7210,86.05
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,75,1.4680,110.10
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,100,0.9257,92.57
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,250,0.7705,192.62
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6045,302.25
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5782,578.22
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,25,1.9875,49.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,50,1.1210,56.05
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,75,1.0013,75.10
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,100,0.9257,92.57
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,250,0.4545,113.62
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,500,0.3265,163.25
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,No Blank Envelopes,1000,0.3002,300.22
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,25,2.9875,74.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,50,1.7210,86.05
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,75,1.4680,110.10
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,100,0.9257,92.57
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,250,0.7705,192.62
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6045,302.25
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5782,578.22
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,25,1.5875,39.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,50,0.9210,46.05
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,75,0.8680,65.10
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,100,0.8257,82.57
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,250,0.4065,101.62
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,500,0.2985,149.25
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,No Blank Envelopes,1000,0.2842,284.22
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,25,2.5875,64.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,50,1.5210,76.05
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,75,1.3347,100.10
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,100,0.8257,82.57
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,250,0.7225,180.62
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,500,0.5765,288.25
"6"" x 6""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5622,562.22
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,25,2.4958,62.39
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,50,1.3432,67.16
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,75,1.1920,89.40
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,100,1.1003,110.03
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,250,0.5371,134.27
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,500,0.3614,180.72
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,1000,0.3177,317.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,25,3.4958,87.39
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,50,1.9432,97.16
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,75,1.6587,124.40
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,100,1.1003,110.03
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,250,0.8531,213.27
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6394,319.72
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Moon Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5957,595.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,25,2.4958,62.39
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,50,1.3432,67.16
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,75,1.1920,89.40
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,100,1.1003,110.03
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,250,0.5371,134.27
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,500,0.3614,180.72
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,1000,0.3177,317.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,25,3.4958,87.39
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,50,1.9432,97.16
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,75,1.6587,124.40
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,100,1.1003,110.03
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,250,0.8531,213.27
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6394,319.72
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,Slide Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5957,595.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,25,2.0958,52.39
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,50,1.1432,57.16
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,75,1.0587,79.40
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,100,1.0003,100.03
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,250,0.4891,122.27
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,500,0.3334,166.72
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,1000,0.3017,301.69
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,25,3.0958,77.39
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,50,1.7432,87.16
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,75,1.5254,114.40
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,100,1.0003,100.03
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,250,0.8051,201.27
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,500,0.6114,305.72
"6"" x 6""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Pearl Envelopes - 6.5X6.5,1000,0.5797,579.69
