SIZE ,SHAPE ,RADIUS OF CORNERS ,STOCK ,COLORSPEC ,COATING ,,,RunSize,UnitPrice,TotalPrice
"2"" x 3.5"" (US Standard)",Rounded 2 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1159,115.93
"2"" x 3.5"" (US Standard)",Rounded 2 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3652,36.52
"2"" x 3.5"" (US Standard)",Rounded 2 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1905,47.63
"2"" x 3.5"" (US Standard)",Rounded 2 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1366,68.28
"2"" x 3.5"" (US Standard)",Rounded 2 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1239,123.86
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,100,0.3493,34.93
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,250,0.1842,46.05
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,500,0.1334,66.70
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,1000,0.1191,119.09
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3334,33.34
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1779,44.46
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1302,65.10
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1159,115.93
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3652,36.52
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1905,47.63
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1366,68.28
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1239,123.86
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,100,0.3493,34.93
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,250,0.1842,46.05
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,500,0.1334,66.70
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,1000,0.1191,119.09
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3334,33.34
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1779,44.46
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1302,65.10
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1159,115.93
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3652,36.52
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1905,47.63
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1366,68.28
"2"" x 3.5"" (US Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1239,123.86
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,25,1.1432,28.58
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,50,0.6035,30.18
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,75,0.4235,31.76
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,100,0.3334,33.34
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,250,0.1779,44.46
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,500,0.1270,63.50
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,1000,0.1159,115.93
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,25,1.0793,26.98
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,50,0.5716,28.58
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,75,0.4023,30.18
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3176,31.76
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1715,42.87
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1239,61.93
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1127,112.73
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,25,1.2070,30.18
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,50,0.6352,31.76
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,75,0.4446,33.34
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3493,34.93
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1842,46.05
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1302,65.10
"2"" x 3.5"" (US Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1207,120.68
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,100,1.1273,112.73
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,250,0.4954,123.86
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,500,0.2699,134.96
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,1000,0.1445,144.50
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,100,1.1273,112.73
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,250,0.4954,123.86
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,500,0.2699,134.96
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,1000,0.1445,144.50
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,100,1.1273,112.73
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,250,0.4954,123.86
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,500,0.2699,134.96
"2"" x 7""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,1000,0.1445,144.50
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,100,0.3493,34.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,250,0.1842,46.05
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,500,0.1334,66.70
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,1000,0.1191,119.09
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3334,33.34
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1779,44.46
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1302,65.10
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3652,36.52
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1905,47.63
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1366,68.28
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1239,123.86
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,100,0.3493,34.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,250,0.1842,46.05
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,500,0.1334,66.70
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,1000,0.1191,119.09
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3334,33.34
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1779,44.46
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1302,65.10
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3652,36.52
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1905,47.63
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1366,68.28
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1239,123.86
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,25,1.1432,28.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,50,0.6035,30.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,75,0.4235,31.76
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,100,0.3334,33.34
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,250,0.1779,44.46
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,500,0.1270,63.50
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,25,1.0793,26.98
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,50,0.5716,28.58
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,75,0.4023,30.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3176,31.76
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1715,42.87
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1239,61.93
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1127,112.73
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,25,1.2070,30.18
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,50,0.6352,31.76
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,75,0.4446,33.34
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3493,34.93
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1842,46.05
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1302,65.10
"2.125"" x 3.375"" (EU Standard)",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1207,120.68
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,25,1.2704,31.76
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,50,0.6668,33.34
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,75,0.4657,34.93
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,100,0.3652,36.52
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,250,0.1905,47.63
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,500,0.1334,66.70
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/1,No Coating,,,1000,0.1207,120.68
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,25,1.2070,30.18
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,50,0.6352,31.76
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,75,0.4446,33.34
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3493,34.93
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1842,46.05
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1302,65.10
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,25,1.3337,33.34
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,50,0.6985,34.93
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,75,0.4870,36.52
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.3812,38.12
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.1969,49.23
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1366,68.28
"2.5"" x 2.5""",Square,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1254,125.44
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,100,0.3969,39.69
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,250,0.2033,50.82
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,500,0.1397,69.86
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/1,No Coating,,,1000,0.1239,123.86
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3812,38.12
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1969,49.23
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1366,68.28
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1207,120.68
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.4129,41.29
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.2096,52.39
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1429,71.45
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/4""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1286,128.60
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,100,0.3969,39.69
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,250,0.2033,50.82
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,500,0.1397,69.86
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/1,No Coating,,,1000,0.1239,123.86
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,100,0.3812,38.12
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,250,0.1969,49.23
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,500,0.1366,68.28
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/0 (4 color front),No Coating,,,1000,0.1207,120.68
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,100,0.4129,41.29
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,250,0.2096,52.39
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,500,0.1429,71.45
"2.5"" x 2.5""",Rounded 4 Corners,"Rounded 1/8""",14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,,1000,0.1286,128.60
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,100,1.3583,135.83
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,250,0.5965,149.12
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,500,0.3277,163.84
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/1,No Coating,,Score in Half,1000,0.1806,180.58
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,100,1.3583,135.83
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,250,0.5965,149.12
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,500,0.3277,163.84
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/0 (4 color front),No Coating,,Score in Half,1000,0.1806,180.58
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,100,1.3583,135.83
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,250,0.5965,149.12
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,500,0.3277,163.84
"3.5"" x 4""",Rectangle,,14PT Pearl Metallic,4/4 (4 color both sides),No Coating,,Score in Half,1000,0.1806,180.58
